地方,振興局,地点番号,観測所名,よみがな,所在地,北緯,東経
東北,山形,35486,小国,おぐに,西置賜郡小国町増岡字下林,38.07833333,139.735
東北,山形,35511,高畠,たかはた,東置賜郡高畠町安久津字加茂川原,38.00333333,140.2066667
東北,山形,35541,高峰,たかみね,西置賜郡飯豊町高峰,37.99,139.9533333
東北,山形,35552,米沢,よねざわ,米沢市アルカディア,37.91166667,140.1433333
東北,福島,36056,茂庭,もにわ,福島市飯坂町茂庭字滑滝道,37.89166667,140.4366667
東北,福島,36066,梁川,やながわ,伊達市梁川町粟野字作田,37.85166667,140.5883333
東北,福島,36106,桧原,ひばら,耶麻郡北塩原村桧原字墓下,37.72166667,140.0583333
東北,福島,36127,福島,ふくしま,福島市松木町　福島地方気象台,37.75833333,140.47
東北,福島,36151,相馬,そうま,相馬市成田字五郎右エ門橋,37.78333333,140.925
東北,福島,36176,喜多方,きたかた,喜多方市字押切,37.65833333,139.8633333
東北,福島,36196,鷲倉,わしくら,福島市土湯温泉町字鷲倉山国有林,37.66833333,140.26
東北,福島,36221,飯舘,いいたて,相馬郡飯舘村飯樋字笠石,37.665,140.7266667
東北,福島,36251,西会津,にしあいづ,耶麻郡西会津町尾野本字樋ノ口原乙,37.58833333,139.6566667
東北,福島,36276,猪苗代,いなわしろ,耶麻郡猪苗代町大字千代田字中島,37.55166667,140.1083333
東北,福島,36291,二本松,にほんまつ,二本松市金色久保,37.58333333,140.43
東北,福島,36342,金山,かねやま,大沼郡金山町大字中川字沖根原,37.47333333,139.5283333
東北,福島,36361,若松,わかまつ,会津若松市材木町　若松特別地域気象観測所,37.48833333,139.91
東北,福島,36391,船引,ふねひき,田村市船引町船引字新房院,37.435,140.5766667
東北,福島,36411,浪江,なみえ,双葉郡浪江町大字川添字北上ノ原,37.49166667,140.965
東北,福島,36426,只見,ただみ,南会津郡只見町只見字原,37.34333333,139.3133333
東北,福島,36476,郡山,こおりやま,郡山市安積町成田字東丸山,37.36833333,140.33
東北,福島,36501,川内,かわうち,双葉郡川内村上川内字小山平,37.33666667,140.8083333
東北,福島,36536,南郷,なんごう,南会津郡南会津町界字梨木平,37.265,139.5366667
東北,福島,36562,湯本,ゆもと,岩瀬郡天栄村田良尾字持石,37.27666667,140.0633333
東北,福島,36591,小野新町,おのにいまち,田村郡小野町小野新町字舘廻,37.28666667,140.625
東北,福島,36611,広野,ひろの,双葉郡広野町下北迫字大谷地原,37.23333333,141
東北,福島,36641,田島,たじま,南会津郡南会津町田島字東下原,37.20666667,139.795
東北,福島,36667,白河,しらかわ,白河市郭内　白河特別地域気象観測所,37.13166667,140.215
東北,福島,36676,石川,いしかわ,石川郡石川町双里字本宮,37.14666667,140.46
東北,福島,36716,桧枝岐,ひのえまた,南会津郡檜枝岐村字上河原,37.01,139.375
東北,福島,36821,東白川,ひがししらかわ,東白川郡塙町大字上石井字新田,36.93833333,140.4083333
東北,福島,36836,山田,やまだ,いわき市山田町大谷,36.93333333,140.7333333
東北,福島,36846,小名浜,おなはま,いわき市小名浜字船引場　小名浜特別地域気象観測所,36.94666667,140.9033333
関東,茨城,40046,北茨城,きたいばらき,北茨城市関南町関本下,36.83333333,140.7716667
関東,茨城,40061,大子,だいご,久慈郡大子町大子,36.77833333,140.345
関東,茨城,40091,常陸大宮,ひたちおおみや,常陸大宮市上小瀬,36.60666667,140.325
関東,茨城,40136,日立,ひたち,日立市会瀬町,36.58,140.645
関東,茨城,40191,笠間,かさま,笠間市箱田,36.395,140.24
関東,茨城,40201,水戸,みと,水戸市金町　水戸地方気象台,36.38,140.4666667
関東,茨城,40221,古河,こが,古河市北町,36.20166667,139.7166667
関東,茨城,40231,下館,しもだて,筑西市西石田,36.28166667,139.9883333
関東,茨城,40281,下妻,しもつま,下妻市二本紀,36.16833333,139.945
関東,茨城,40311,鉾田,ほこた,鉾田市安房,36.16833333,140.5266667
関東,茨城,40336,つくば,つくば,つくば市長峰　高層気象台,36.05666667,140.125
関東,茨城,40341,土浦,つちうら,土浦市木田余東台,36.10333333,140.22
関東,茨城,40406,鹿嶋,かしま,鹿嶋市城山,35.96333333,140.6216667
関東,茨城,40426,龍ケ崎,りゅうがさき,龍ケ崎市大徳町,35.89,140.2116667
関東,栃木,41011,那須高原,なすこうげん,那須郡那須町大島,37.12333333,140.035
関東,栃木,41076,五十里,いかり,日光市五十里堀割,36.92166667,139.695
関東,栃木,41091,黒磯,くろいそ,那須塩原市埼玉,36.98166667,140.0183333
関東,栃木,41116,土呂部,どろぶ,日光市土呂部,36.89166667,139.5683333
関東,栃木,41141,大田原,おおたわら,大田原市宇田川,36.84,140.035
関東,栃木,41166,奥日光,おくにっこう,日光市中宮祠　日光特別地域気象観測所,36.73833333,139.5
関東,栃木,41172,日光東町,にっこうひがしまち,日光市稲荷町,36.75,139.615
関東,栃木,41181,塩谷,しおや,塩谷郡塩谷町大字田所,36.75666667,139.8833333
関東,栃木,41247,那須烏山,なすからすやま,那須烏山市森田字小塙前,36.64166667,140.1166667
関東,栃木,41271,鹿沼,かぬま,鹿沼市見野,36.59166667,139.735
関東,栃木,41277,宇都宮,うつのみや,宇都宮市明保野町　宇都宮地方気象台,36.54833333,139.8683333
関東,栃木,41331,真岡,もおか,真岡市下籠谷,36.47666667,139.9866667
関東,栃木,41361,佐野,さの,佐野市田沼町,36.36333333,139.57
関東,栃木,41376,小山,おやま,小山市出井,36.33833333,139.83
関東,群馬,42046,藤原,ふじわら,利根郡みなかみ町藤原字屋倉,36.86333333,139.0583333
関東,群馬,42091,みなかみ,みなかみ,利根郡みなかみ町湯原,36.77333333,138.965
関東,群馬,42121,草津,くさつ,吾妻郡草津町草津,36.61666667,138.5916667
関東,群馬,42146,沼田,ぬまた,沼田市井土上町,36.66833333,139.0216667
関東,群馬,42186,中之条,なかのじょう,吾妻郡中之条町伊勢町,36.58666667,138.85
関東,群馬,42221,田代,たしろ,吾妻郡嬬恋村田代,36.46333333,138.4633333
関東,群馬,42251,前橋,まえばし,前橋市昭和町　前橋地方気象台,36.405,139.06
関東,群馬,42266,桐生,きりゅう,桐生市元宿町,36.41,139.325
関東,群馬,42286,上里見,かみさとみ,高崎市上里見町,36.37666667,138.895
関東,群馬,42302,伊勢崎,いせさき,伊勢崎市宮子町,36.33166667,139.165
関東,群馬,42326,西野牧,にしのまき,甘楽郡下仁田町西野牧,36.245,138.7066667
関東,群馬,42366,館林,たてばやし,館林市富士原町,36.24,139.5133333
関東,群馬,42396,神流,かんな,多野郡神流町大字黒田字坂井道下,36.10833333,138.8966667
関東,埼玉,43051,寄居,よりい,大里郡寄居町大字折原,36.105,139.1833333
関東,埼玉,43056,熊谷,くまがや,熊谷市桜町　熊谷地方気象台,36.15,139.38
関東,埼玉,43126,久喜,くき,久喜市六万部,36.08666667,139.635
関東,埼玉,43156,秩父,ちちぶ,秩父市上町　秩父特別地域気象観測所,35.99,139.0733333
関東,埼玉,43171,鳩山,はとやま,比企郡鳩山町大字赤沼,35.985,139.335
関東,埼玉,43241,さいたま,さいたま,さいたま市桜区大字宿,35.875,139.5866667
関東,埼玉,43256,越谷,こしがや,越谷市大字北後谷,35.88333333,139.7566667
関東,埼玉,43266,所沢,ところざわ,所沢市勝楽寺,35.77333333,139.4133333
関東,東京,44046,小河内,おごうち,西多摩郡奥多摩町原,35.79166667,139.05
関東,東京,44056,青梅,おうめ,青梅市新町,35.78833333,139.3116667
関東,東京,44071,練馬,ねりま,練馬区石神井台,35.73833333,139.5916667
関東,東京,44112,八王子,はちおうじ,八王子市元本郷町,35.66666667,139.3166667
関東,東京,44116,府中,ふちゅう,府中市幸町,35.68333333,139.4833333
関東,東京,44132,東京,とうきょう,文京区白山　小石川植物園,35.69166667,139.75
関東,東京,44136,江戸川臨海,えどがわりんかい,江戸川区臨海町,35.63833333,139.8633333
関東,東京,44172,大島,おおしま,大島町元町字家の上　大島特別地域気象観測所,34.74833333,139.3616667
関東,東京,44226,三宅島,みやけじま,三宅村神着　三宅島特別地域気象観測所,34.12333333,139.52
関東,東京,44263,八丈島,はちじょうじま,八丈島八丈町大賀郷　八丈島特別地域気象観測所,33.12166667,139.7783333
関東,東京,44301,父島,ちちじま,小笠原村父島字西町　父島気象観測所,27.09166667,142.19
関東,千葉,45061,我孫子,あびこ,我孫子市新木野,35.86333333,140.11
関東,千葉,45081,香取,かとり,香取市大根,35.85833333,140.5016667
関東,千葉,45106,船橋,ふなばし,船橋市薬円台,35.71166667,140.0433333
関東,千葉,45116,佐倉,さくら,佐倉市角来字屋敷前,35.72833333,140.2116667
関東,千葉,45148,銚子,ちょうし,銚子市川口町　銚子地方気象台,35.73833333,140.8566667
関東,千葉,45181,横芝光,よこしばひかり,山武郡横芝光町宮川,35.655,140.505
関東,千葉,45212,千葉,ちば,千葉市中央区中央港　千葉特別地域気象観測所,35.60166667,140.1033333
関東,千葉,45261,茂原,もばら,茂原市高師,35.43666667,140.2933333
関東,千葉,45282,木更津,きさらづ,木更津市請西南,35.36166667,139.94
関東,千葉,45291,牛久,うしく,市原市米沢,35.39666667,140.1483333
関東,千葉,45326,坂畑,さかはた,君津市坂畑,35.235,140.0983333
関東,千葉,45361,鴨川,かもがわ,鴨川市横渚,35.11166667,140.1
関東,千葉,45371,勝浦,かつうら,勝浦市墨名　勝浦特別地域気象観測所,35.15,140.3116667
関東,千葉,45401,館山,たてやま,館山市長須賀　館山特別地域気象観測所,34.98666667,139.865
関東,神奈川,46091,海老名,えびな,海老名市中新田,35.43333333,139.3866667
関東,神奈川,46106,横浜,よこはま,横浜市中区山手町　横浜地方気象台,35.43833333,139.6516667
関東,神奈川,46141,辻堂,つじどう,藤沢市辻堂西海岸,35.32,139.45
関東,神奈川,46166,小田原,おだわら,小田原市扇町,35.27666667,139.155
関東,神奈川,46211,三浦,みうら,三浦市初声町下宮田,35.17833333,139.63
甲信,長野,48031,野沢温泉,のざわおんせん,下高井郡野沢温泉村大字豊郷字南原,36.91166667,138.4416667
甲信,長野,48061,信濃町,しなのまち,上水内郡信濃町柏原字小丸山,36.80833333,138.1966667
甲信,長野,48066,飯山,いいやま,飯山市大字飯山字大道東,36.875,138.375
甲信,長野,48141,白馬,はくば,北安曇郡白馬村北城,36.69833333,137.8616667
甲信,長野,48156,長野,ながの,長野市箱清水　長野地方気象台,36.66166667,138.1916667
甲信,長野,48191,大町,おおまち,大町市大町,36.52333333,137.8316667
甲信,長野,48196,信州新町,しんしゅうしんまち,長野市信州新町牧田中,36.54833333,137.9966667
甲信,長野,48216,菅平,すがだいら,上田市菅平高原,36.53166667,138.325
甲信,長野,48256,上田,うえだ,上田市古里,36.4,138.265
甲信,長野,48296,穂高,ほたか,安曇野市穂高,36.34333333,137.8816667
甲信,長野,48321,東御,とうみ,東御市新張,36.38333333,138.3833333
甲信,長野,48331,軽井沢,かるいざわ,北佐久郡軽井沢町大字追分　軽井沢特別地域気象観測所,36.34166667,138.5466667
甲信,長野,48361,松本,まつもと,松本市沢村　松本特別地域気象観測所,36.24666667,137.97
甲信,長野,48381,立科,たてしな,北佐久郡立科町芦田,36.27166667,138.3133333
甲信,長野,48386,佐久,さく,佐久市中込,36.24666667,138.4766667
甲信,長野,48466,奈川,ながわ,松本市奈川,36.08833333,137.6833333
甲信,長野,48491,諏訪,すわ,諏訪市湖岸通り　諏訪特別地域気象観測所,36.045,138.1083333
甲信,長野,48531,開田高原,かいだこうげん,木曽郡木曽町開田高原西野,35.93833333,137.6016667
甲信,長野,48536,木祖薮原,きそやぶはら,木曽郡木祖村薮原,35.93666667,137.7866667
甲信,長野,48546,辰野,たつの,上伊那郡辰野町中央,35.98333333,137.9833333
甲信,長野,48561,原村,はらむら,諏訪郡原村向坂上,35.97,138.22
甲信,長野,48571,野辺山,のべやま,南佐久郡南牧村野辺山,35.94833333,138.4716667
甲信,長野,48606,木曽福島,きそふくしま,木曽郡木曽町福島,35.84,137.6883333
甲信,長野,48621,伊那,いな,伊那市下新田,35.825,137.955
甲信,長野,48717,南木曽,なぎそ,木曽郡南木曽町読書,35.61,137.62
甲信,長野,48731,飯島,いいじま,上伊那郡飯島町七久保,35.65333333,137.8983333
甲信,長野,48767,飯田,いいだ,飯田市高羽町　飯田特別地域気象観測所,35.52333333,137.8216667
甲信,長野,48826,浪合,なみあい,下伊那郡阿智村浪合,35.37333333,137.6916667
甲信,長野,48841,南信濃,みなみしなの,飯田市南信濃和田字夜川瀬,35.32166667,137.9316667
甲信,山梨,49036,大泉,おおいずみ,北杜市大泉町谷戸,35.86166667,138.3866667
甲信,山梨,49086,韮崎,にらさき,韮崎市大草町若尾,35.69333333,138.4483333
甲信,山梨,49142,甲府,こうふ,甲府市飯田　甲府地方気象台,35.66666667,138.5533333
甲信,山梨,49151,勝沼,かつぬま,甲州市勝沼町勝沼,35.66333333,138.725
甲信,山梨,49161,大月,おおつき,大月市大月,35.60833333,138.9383333
甲信,山梨,49196,古関,ふるせき,甲府市古関町,35.52833333,138.615
甲信,山梨,49236,切石,きりいし,南巨摩郡身延町切石,35.46666667,138.4416667
甲信,山梨,49251,河口湖,かわぐちこ,南都留郡富士河口湖町船津　河口湖特別地域気象観測所,35.5,138.76
甲信,山梨,49256,山中,やまなか,南都留郡山中湖村山中字梨ヶ原,35.43666667,138.8366667
甲信,山梨,49316,南部,なんぶ,南巨摩郡南部町南部,35.28833333,138.445
東海,静岡,50106,井川,いかわ,静岡市葵区井川,35.21666667,138.2216667
東海,静岡,50136,御殿場,ごてんば,御殿場市萩原,35.305,138.9266667
東海,静岡,50196,富士,ふじ,富士市厚原,35.185,138.6633333
東海,静岡,50206,三島,みしま,三島市東本町　三島特別地域気象観測所,35.11333333,138.925
東海,静岡,50226,佐久間,さくま,浜松市天竜区佐久間町浦川,35.05666667,137.7616667
東海,静岡,50241,川根本町,かわねほんちょう,榛原郡川根本町田代,35.10166667,138.1283333
東海,静岡,50261,清水,しみず,静岡市清水区興津中町,35.05333333,138.5216667
東海,静岡,50281,網代,あじろ,熱海市網代　網代特別地域気象観測所,35.045,139.0916667
東海,静岡,50331,静岡,しずおか,静岡市駿河区曲金　静岡地方気象台,34.975,138.4033333
東海,静岡,50386,天竜,てんりゅう,浜松市天竜区船明,34.89,137.8133333
東海,静岡,50456,浜松,はままつ,浜松市中央区高丘東　浜松特別地域気象観測所,34.75333333,137.7116667
東海,静岡,50476,菊川牧之原,きくがわまきのはら,菊川市倉沢,34.785,138.1383333
東海,静岡,50491,松崎,まつざき,賀茂郡松崎町江奈,34.755,138.7833333
東海,静岡,50506,稲取,いなとり,賀茂郡東伊豆町稲取,34.78166667,139.0483333
東海,静岡,50536,磐田,いわた,磐田市南島,34.69166667,137.88
東海,静岡,50551,御前崎,おまえざき,御前崎市御前崎　御前崎特別地域気象観測所,34.60333333,138.2133333
東海,静岡,50561,石廊崎,いろうざき,賀茂郡南伊豆町石廊崎石室山　石廊崎特別地域気象観測所,34.60333333,138.8416667
東海,愛知,51031,愛西,あいさい,愛西市江西町川原,35.21666667,136.6983333
東海,愛知,51071,稲武,いなぶ,豊田市稲武町スソガエト,35.21166667,137.5066667
東海,愛知,51106,名古屋,なごや,名古屋市千種区日和町　名古屋地方気象台,35.16666667,136.965
東海,愛知,51116,豊田,とよた,豊田市高町東山,35.13166667,137.1766667
東海,愛知,51216,大府,おおぶ,大府市森岡町,34.995,136.9433333
東海,愛知,51226,岡崎,おかざき,岡崎市美合町地蔵野,34.91833333,137.1933333
東海,愛知,51247,新城,しんしろ,新城市富沢字広瀬,34.90666667,137.5183333
東海,愛知,51281,蒲郡,がまごおり,蒲郡市神ノ郷町上名取,34.845,137.2166667
東海,愛知,51311,南知多,みなみちた,知多郡南知多町大字豊丘字浜見台,34.74,136.9383333
東海,愛知,51331,豊橋,とよはし,豊橋市神野新田町字レノ割,34.75,137.3416667
東海,愛知,51346,伊良湖,いらこ,田原市福江町字金五郎坂　伊良湖特別地域気象観測所,34.62833333,137.0933333
東海,岐阜,52041,河合,かわい,飛騨市河合町角川,36.305,137.1
東海,岐阜,52051,神岡,かみおか,飛騨市神岡町殿,36.32166667,137.3083333
東海,岐阜,52081,白川,しらかわ,大野郡白川村鳩谷字北長,36.27333333,136.8966667
東海,岐阜,52111,栃尾,とちお,高山市奥飛騨温泉郷今見,36.24833333,137.5033333
東海,岐阜,52146,高山,たかやま,高山市桐生町　高山特別地域気象観測所,36.155,137.2533333
東海,岐阜,52181,六厩,むまや,高山市荘川町六厩,36.06,137.035
東海,岐阜,52196,宮之前,みやのまえ,高山市朝日町宮之前,36.015,137.3883333
東海,岐阜,52221,長滝,ながたき,郡上市白鳥町長滝字三昧,35.92333333,136.8316667
東海,岐阜,52286,萩原,はぎわら,下呂市萩原町羽根,35.88833333,137.2066667
東海,岐阜,52331,八幡,はちまん,郡上市八幡町旭田尻,35.75666667,136.9783333
東海,岐阜,52346,宮地,みやじ,下呂市宮地,35.76333333,137.2883333
東海,岐阜,52381,樽見,たるみ,本巣市根尾神所,35.63833333,136.6016667
東海,岐阜,52406,金山,かなやま,下呂市金山町大船渡,35.66166667,137.16
東海,岐阜,52461,美濃,みの,美濃市前野中川原,35.555,136.91
東海,岐阜,52482,黒川,くろかわ,加茂郡白川町黒川,35.59833333,137.3183333
東海,岐阜,52511,揖斐川,いびがわ,揖斐郡揖斐川町三輪,35.485,136.5666667
東海,岐阜,52536,美濃加茂,みのかも,美濃加茂市西町,35.445,137.005
東海,岐阜,52556,恵那,えな,恵那市長島町永田大洞,35.44666667,137.4033333
東海,岐阜,52557,中津川,なかつがわ,中津川市手賀野,35.47666667,137.4866667
東海,岐阜,52571,関ケ原,せきがはら,不破郡関ケ原町関ケ原,35.36333333,136.4666667
東海,岐阜,52581,大垣,おおがき,大垣市禾森町,35.34666667,136.62
東海,岐阜,52586,岐阜,ぎふ,岐阜市加納二之丸　岐阜地方気象台,35.4,136.7616667
東海,岐阜,52606,多治見,たじみ,多治見市光ケ丘,35.34666667,137.1083333
東海,三重,53041,桑名,くわな,桑名市大字江場字正金縄,35.05,136.6933333
東海,三重,53061,四日市,よっかいち,四日市市日永　四日市特別地域気象観測所,34.94,136.58
東海,三重,53091,亀山,かめやま,亀山市椿世町,34.87,136.4533333
東海,三重,53112,上野,うえの,伊賀市緑ケ丘本町　上野特別地域気象観測所,34.76166667,136.1416667
東海,三重,53133,津,つ,津市島崎町　津地方気象台,34.73333333,136.5183333
東海,三重,53196,小俣,おばた,伊勢市小俣町明野,34.52833333,136.665
東海,三重,53231,粥見,かゆみ,松阪市飯南町粥見,34.44833333,136.39
東海,三重,53257,鳥羽,とば,鳥羽市鳥羽,34.48166667,136.825
東海,三重,53296,南伊勢,みなみいせ,度会郡南伊勢町船越,34.345,136.6816667
東海,三重,53326,紀伊長島,きいながしま,北牟婁郡紀北町長島,34.20833333,136.3266667
東海,三重,53378,尾鷲,おわせ,尾鷲市南陽町　尾鷲特別地域気象観測所,34.06833333,136.1933333
東海,三重,53401,熊野新鹿,くまのあたしか,熊野市新鹿町,33.93166667,136.1383333
北陸,新潟,54012,粟島,あわしま,岩船郡粟島浦村字内浦,38.465,139.2533333
北陸,新潟,54041,弾崎,はじきざき,佐渡市鷲崎字弾崎,38.33,138.5116667
北陸,新潟,54086,村上,むらかみ,村上市三之町,38.22666667,139.4783333
北陸,新潟,54157,相川,あいかわ,佐渡市相川三町目新浜町　相川特別地域気象観測所,38.02833333,138.24
北陸,新潟,54166,両津,りょうつ,佐渡市両津湊,38.07333333,138.44
北陸,新潟,54181,中条,なかじょう,胎内市清水,38.07666667,139.3883333
北陸,新潟,54191,下関,しもせき,岩船郡関川村下関,38.09166667,139.5633333
北陸,新潟,54232,新潟,にいがた,新潟市中央区美咲町　新潟地方気象台,37.89333333,139.0183333
北陸,新潟,54271,羽茂,はもち,佐渡市羽茂本郷,37.84166667,138.3133333
北陸,新潟,54296,新津,にいつ,新潟市秋葉区小戸上組,37.79166667,139.0866667
北陸,新潟,54341,巻,まき,新潟市西蒲区巻甲,37.76833333,138.9133333
北陸,新潟,54387,寺泊,てらどまり,長岡市寺泊二の関,37.64,138.7666667
北陸,新潟,54396,三条,さんじょう,三条市西裏館,37.64,138.955
北陸,新潟,54421,津川,つがわ,東蒲原郡阿賀町津川,37.67166667,139.4466667
北陸,新潟,54501,長岡,ながおか,長岡市緑町,37.45,138.8233333
北陸,新潟,54541,柏崎,かしわざき,柏崎市元城町,37.35166667,138.5533333
北陸,新潟,54566,守門,すもん,魚沼市西名,37.34666667,139.0433333
北陸,新潟,54586,大潟,おおがた,上越市大潟区土底浜,37.225,138.325
北陸,新潟,54616,小出,こいで,魚沼市佐梨,37.22666667,138.9633333
北陸,新潟,54651,高田,たかだ,上越市大手町　高田特別地域気象観測所,37.10666667,138.2466667
北陸,新潟,54661,安塚,やすづか,上越市安塚区和田,37.10666667,138.4566667
北陸,新潟,54676,十日町,とおかまち,十日町市小泉字北原,37.14333333,138.7266667
北陸,新潟,54711,糸魚川,いといがわ,糸魚川市東寺町,37.04333333,137.875
北陸,新潟,54721,能生,のう,糸魚川市大字平,37.08333333,138.0233333
北陸,新潟,54816,関山,せきやま,妙高市大字関山字原田,36.93333333,138.2216667
北陸,新潟,54836,津南,つなん,中魚沼郡津南町中深見乙,36.99666667,138.6833333
北陸,新潟,54841,湯沢,ゆざわ,南魚沼郡湯沢町湯沢字中島川原,36.94166667,138.81
北陸,富山,55022,朝日,あさひ,下新川郡朝日町南保町,36.93666667,137.5633333
北陸,富山,55041,氷見,ひみ,氷見市大浦,36.825,136.9683333
北陸,富山,55056,魚津,うおづ,魚津市六郎丸,36.82166667,137.4283333
北陸,富山,55091,伏木,ふしき,高岡市伏木古国府　伏木特別地域気象観測所,36.79166667,137.055
北陸,富山,55102,富山,とやま,富山市石坂　富山地方気象台,36.70833333,137.2016667
北陸,富山,55141,砺波,となみ,砺波市五郎丸,36.61,136.955
北陸,富山,55166,上市,かみいち,中新川郡上市町東種,36.67,137.4233333
北陸,富山,55191,南砺高宮,なんとたかみや,南砺市高宮,36.545,136.8716667
北陸,富山,55206,八尾,やつお,富山市八尾町樫尾,36.57,137.1583333
北陸,石川,56036,珠洲,すず,珠洲市正院町正院,37.44666667,137.2866667
北陸,石川,56052,輪島,わじま,輪島市鳳至町畠田　輪島特別地域気象観測所,37.39,136.895
北陸,石川,56116,志賀,しか,羽咋郡志賀町富来領家町甲,37.14333333,136.725
北陸,石川,56146,七尾,ななお,七尾市万行町43の部,37.03,136.9916667
北陸,石川,56176,羽咋,はくい,羽咋市旭町,36.89333333,136.7766667
北陸,石川,56186,かほく,かほく,かほく市内日角井,36.71166667,136.6916667
北陸,石川,56227,金沢,かなざわ,金沢市西念　金沢地方気象台,36.58833333,136.6333333
北陸,石川,56276,小松,こまつ,小松市今江町,36.38166667,136.435
北陸,石川,56286,白山河内,はくさんかわち,白山市河内町福岡,36.39666667,136.62
北陸,石川,56301,加賀中津原,かがなかつはら,加賀市山中温泉中津原町,36.26166667,136.3966667
北陸,福井,57001,三国,みくに,坂井市三国町平山,36.24333333,136.1733333
北陸,福井,57051,越廼,こしの,福井市居倉町,36.01166667,135.99
北陸,福井,57066,福井,ふくい,福井市豊島　福井地方気象台,36.055,136.2216667
北陸,福井,57082,勝山,かつやま,勝山市平泉寺町平泉寺86字岡道北,36.03833333,136.5216667
北陸,福井,57121,大野,おおの,大野市93字蛇塚四,35.97166667,136.4966667
北陸,福井,57206,今庄,いまじょう,南条郡南越前町今庄,35.76666667,136.2
北陸,福井,57248,敦賀,つるが,敦賀市松栄町　敦賀特別地域気象観測所,35.65333333,136.0616667
北陸,福井,57286,美浜,みはま,三方郡美浜町久々子,35.6,135.9166667
北陸,福井,57317,小浜,おばま,小浜市遠敷,35.48333333,135.7816667
近畿,滋賀,60051,今津,いまづ,高島市今津町弘川,35.41166667,136.0283333
近畿,滋賀,60061,長浜,ながはま,長浜市唐国町,35.42333333,136.2416667
近畿,滋賀,60102,米原,まいばら,米原市朝日,35.38333333,136.3433333
近畿,滋賀,60116,南小松,みなみこまつ,大津市南小松,35.235,135.9566667
近畿,滋賀,60131,彦根,ひこね,彦根市城町　彦根地方気象台,35.275,136.2433333
近畿,滋賀,60196,東近江,ひがしおうみ,東近江市桜川東町,35.06166667,136.19
近畿,滋賀,60216,大津,おおつ,大津市萱野浦,34.99166667,135.9116667
近畿,滋賀,60226,信楽,しがらき,甲賀市信楽町牧,34.91333333,136.08
近畿,滋賀,60236,土山,つちやま,甲賀市土山町北土山,34.93833333,136.2783333
近畿,京都,61001,間人,たいざ,京丹後市丹後町間人小字新ヶ皿,35.73666667,135.0866667
近畿,京都,61076,宮津,みやづ,宮津市字上司,35.55,135.235
近畿,京都,61111,舞鶴,まいづる,舞鶴市字下福井　舞鶴特別地域気象観測所,35.45,135.3166667
近畿,京都,61187,福知山,ふくちやま,福知山市字荒河,35.31166667,135.1133333
