地方,振興局,地点番号,観測所名,よみがな,所在地,北緯,東経
近畿,京都,61206,美山,みやま,南丹市美山町静原桧野,35.275,135.55
近畿,京都,61242,園部,そのべ,南丹市園部町黒田,35.10833333,135.455
近畿,京都,61286,京都,きょうと,京都市中京区西ノ京笠殿町　京都地方気象台,35.01333333,135.7316667
近畿,京都,61326,京田辺,きょうたなべ,京田辺市薪西浜,34.83,135.76
近畿,大阪,62016,能勢,のせ,豊能郡能勢町地黄,34.94833333,135.455
近畿,大阪,62046,枚方,ひらかた,枚方市星丘,34.80833333,135.6716667
近畿,大阪,62078,大阪,おおさか,大阪市中央区大手前　大阪管区気象台,34.68166667,135.5183333
近畿,大阪,62081,生駒山,いこまやま,東大阪市山手町,34.675,135.6766667
近畿,大阪,62091,堺,さかい,堺市堺区百舌鳥夕雲町,34.555,135.485
近畿,大阪,62131,熊取,くまとり,泉南郡熊取町朝代西,34.385,135.35
近畿,兵庫,63016,香住,かすみ,美方郡香美町香住区森,35.625,134.6266667
近畿,兵庫,63051,豊岡,とよおか,豊岡市桜町　豊岡特別地域気象観測所,35.535,134.8216667
近畿,兵庫,63071,兎和野高原,うわのこうげん,美方郡香美町村岡区宿字菟臥野,35.43166667,134.5833333
近畿,兵庫,63121,和田山,わだやま,朝来市和田山町枚田,35.32333333,134.8483333
近畿,兵庫,63201,生野,いくの,朝来市生野町口銀谷,35.16666667,134.7916667
近畿,兵庫,63216,柏原,かいばら,丹波市柏原町柏原,35.13666667,135.065
近畿,兵庫,63251,一宮,いちのみや,宍粟市一宮町東市場,35.09666667,134.585
近畿,兵庫,63321,福崎,ふくさき,神崎郡福崎町福崎新,34.95,134.7483333
近畿,兵庫,63331,西脇,にしわき,西脇市上比延町,34.99833333,134.9966667
近畿,兵庫,63366,上郡,かみごおり,赤穂郡上郡町与井,34.85833333,134.3733333
近畿,兵庫,63383,姫路,ひめじ,姫路市神子岡前　姫路特別地域気象観測所,34.83833333,134.67
近畿,兵庫,63411,三田,さんだ,三田市下深田,34.895,135.2116667
近畿,兵庫,63461,三木,みき,三木市志染町広野,34.77666667,135.0133333
近畿,兵庫,63491,家島,いえしま,姫路市家島町真浦字御室寺,34.67166667,134.5266667
近畿,兵庫,63496,明石,あかし,明石市二見町南二見,34.68666667,134.8766667
近畿,兵庫,63518,神戸,こうべ,神戸市中央区脇浜海岸通　神戸地方気象台,34.69666667,135.2116667
近畿,兵庫,63551,郡家,ぐんげ,淡路市多賀,34.46666667,134.8483333
近畿,兵庫,63571,洲本,すもと,洲本市木戸　洲本特別地域気象観測所,34.31,134.8483333
近畿,兵庫,63588,南淡,なんだん,南あわじ市阿万塩屋町,34.21833333,134.72
近畿,奈良,64036,奈良,なら,奈良市東紀寺町　奈良地方気象台,34.67333333,135.8366667
近畿,奈良,64041,針,はり,奈良市都祁友田町,34.605,135.9516667
近畿,奈良,64101,大宇陀,おおうだ,宇陀市大宇陀下竹,34.48833333,135.9316667
近畿,奈良,64127,五條,ごじょう,五條市三在町,34.38,135.73
近畿,奈良,64206,上北山,かみきたやま,吉野郡上北山村小橡,34.13666667,136.005
近畿,奈良,64227,風屋,かぜや,吉野郡十津川村風屋,34.045,135.7866667
近畿,和歌山,65026,かつらぎ,かつらぎ,伊都郡かつらぎ町妙寺,34.31,135.5283333
近畿,和歌山,65036,友ケ島,ともがしま,和歌山市加太苫ケ沖島,34.28,134.9983333
近畿,和歌山,65042,和歌山,わかやま,和歌山市男野芝丁　和歌山地方気象台,34.22833333,135.1633333
近畿,和歌山,65061,高野山,こうやさん,伊都郡高野町高野山,34.22166667,135.59
近畿,和歌山,65121,清水,しみず,有田郡有田川町清水,34.08666667,135.425
近畿,和歌山,65162,龍神,りゅうじん,田辺市龍神村湯ノ又,33.945,135.5566667
近畿,和歌山,65201,川辺,かわべ,日高郡日高川町和佐,33.89333333,135.2166667
近畿,和歌山,65256,栗栖川,くりすがわ,田辺市中辺路町栗栖川,33.79166667,135.5133333
近畿,和歌山,65276,新宮,しんぐう,新宮市佐野,33.68666667,135.97
近畿,和歌山,65306,西川,にしかわ,東牟婁郡古座川町西川,33.63833333,135.71
近畿,和歌山,65356,潮岬,しおのみさき,東牟婁郡串本町潮岬　潮岬特別地域気象観測所,33.45,135.7566667
中国,岡山,66046,上長田,かみながた,真庭市蒜山上長田,35.29666667,133.725
中国,岡山,66091,千屋,ちや,新見市千屋,35.10333333,133.435
中国,岡山,66127,奈義,なぎ,勝田郡奈義町荒内西字大池,35.11166667,134.17
中国,岡山,66136,今岡,いまおか,美作市今岡,35.09833333,134.325
中国,岡山,66171,久世,くせ,真庭市中島,35.06833333,133.7533333
中国,岡山,66186,津山,つやま,津山市林田　津山特別地域気象観測所,35.06333333,134.0083333
中国,岡山,66221,新見,にいみ,新見市足見堂の下,34.94333333,133.5183333
中国,岡山,66296,福渡,ふくわたり,岡山市北区建部町福渡,34.86666667,133.9033333
中国,岡山,66306,和気,わけ,和気郡和気町吉田,34.815,134.1833333
中国,岡山,66336,高梁,たかはし,高梁市落合町近似,34.79166667,133.61
中国,岡山,66408,岡山,おかやま,岡山市北区津島中　岡山地方気象台,34.685,133.925
中国,岡山,66421,虫明,むしあげ,瀬戸内市邑久町虫明,34.68166667,134.2066667
中国,岡山,66446,倉敷,くらしき,倉敷市中央,34.59,133.7683333
中国,岡山,66481,笠岡,かさおか,笠岡市カブト東町,34.50166667,133.495
中国,岡山,66501,玉野,たまの,玉野市宇野,34.48666667,133.95
中国,広島,67016,高野,たかの,庄原市高野町新市,35.03333333,132.9016667
中国,広島,67106,三次,みよし,三次市三次町,34.81166667,132.85
中国,広島,67116,庄原,しょうばら,庄原市東本町,34.86,133.0233333
中国,広島,67151,大朝,おおあさ,山県郡北広島町大朝字大坪,34.76833333,132.4633333
中国,広島,67191,油木,ゆき,神石郡神石高原町安田伊ノ平谷,34.76333333,133.2783333
中国,広島,67212,加計,かけ,山県郡安芸太田町加計字神田,34.61,132.32
中国,広島,67292,三入,みいり,広島市安佐北区三入,34.545,132.53
中国,広島,67316,世羅,せら,世羅郡世羅町大字東神崎字大田,34.58333333,133.05
中国,広島,67326,府中,ふちゅう,府中市土生町,34.56166667,133.2316667
中国,広島,67376,東広島,ひがしひろしま,東広島市八本松町原,34.41666667,132.7
中国,広島,67401,福山,ふくやま,福山市松永町　福山特別地域気象観測所,34.44666667,133.2466667
中国,広島,67421,廿日市津田,はつかいちつた,廿日市市津田,34.365,132.19
中国,広島,67437,広島,ひろしま,広島市中区上八丁堀　広島地方気象台,34.39833333,132.4616667
中国,広島,67461,竹原,たけはら,竹原市忠海床浦,34.33,132.9816667
中国,広島,67471,生口島,いくちじま,尾道市瀬戸田町御寺,34.27833333,133.1233333
中国,広島,67496,大竹,おおたけ,大竹市立戸,34.22166667,132.22
中国,広島,67511,呉,くれ,呉市宝町　呉特別地域気象観測所,34.24,132.55
中国,広島,67576,呉市蒲刈,くれしかまがり,呉市蒲刈町大浦字前沖浦,34.165,132.7483333
中国,島根,68022,西郷,さいごう,隠岐郡隠岐の島町西町大城ノ一　西郷特別地域気象観測所,36.20333333,133.3333333
中国,島根,68056,海士,あま,隠岐郡海士町海士,36.09666667,133.0966667
中国,島根,68091,鹿島,かしま,松江市鹿島町佐陀本郷,35.52,132.9833333
中国,島根,68132,松江,まつえ,松江市西津田　松江地方気象台,35.45666667,133.065
中国,島根,68156,出雲,いずも,出雲市芦渡町,35.33166667,132.73
中国,島根,68246,大田,おおだ,大田市大田町大田,35.19,132.4966667
中国,島根,68261,掛合,かけや,雲南市掛合町掛合,35.19666667,132.815
中国,島根,68276,横田,よこた,仁多郡奥出雲町稲原,35.17333333,133.1033333
中国,島根,68306,赤名,あかな,飯石郡飯南町下赤名,35.00166667,132.7116667
中国,島根,68351,川本,かわもと,邑智郡川本町川本,34.97666667,132.4916667
中国,島根,68376,浜田,はまだ,浜田市大辻町　浜田特別地域気象観測所,34.89666667,132.07
中国,島根,68401,瑞穂,みずほ,邑智郡邑南町淀原,34.85333333,132.53
中国,島根,68431,弥栄,やさか,浜田市弥栄町長安本郷,34.77666667,132.1083333
中国,島根,68462,益田,ますだ,益田市乙吉町,34.68666667,131.85
中国,島根,68516,津和野,つわの,鹿足郡津和野町森村ロ,34.46166667,131.77
中国,島根,68541,吉賀,よしか,鹿足郡吉賀町七日市,34.39166667,131.8933333
中国,鳥取,69006,境,さかい,境港市東本町　境特別地域気象観測所,35.54333333,133.235
中国,鳥取,69021,塩津,しおつ,西伯郡大山町塩津,35.52333333,133.5666667
中国,鳥取,69041,青谷,あおや,鳥取市青谷町青谷,35.52,133.9966667
中国,鳥取,69061,岩井,いわい,岩美郡岩美町宇治字前田,35.55833333,134.36
中国,鳥取,69076,米子,よなご,米子市博労町　米子特別地域気象観測所,35.43333333,133.3383333
中国,鳥取,69101,倉吉,くらよし,倉吉市大塚字隈ヶ坪,35.47333333,133.8383333
中国,鳥取,69122,鳥取,とっとり,鳥取市吉方　鳥取地方気象台,35.48666667,134.2383333
中国,鳥取,69246,智頭,ちず,八頭郡智頭町智頭沖代,35.26333333,134.24
中国,鳥取,69271,茶屋,ちゃや,日野郡日南町茶屋大ジャフ田,35.18666667,133.23
中国,山口,81011,須佐,すさ,萩市須佐字野中,34.615,131.6233333
中国,山口,81071,萩,はぎ,萩市大字土原字川島沖田　萩特別地域気象観測所,34.41,131.405
中国,山口,81116,油谷,ゆや,長門市油谷新別名,34.37,131.055
中国,山口,81151,徳佐,とくさ,山口市阿東徳佐中,34.39833333,131.725
中国,山口,81196,秋吉台,あきよしだい,美祢市秋芳町秋吉,34.235,131.3066667
中国,山口,81231,広瀬,ひろせ,岩国市錦町広瀬,34.26166667,131.9516667
中国,山口,81266,豊田,とよた,下関市豊田町大字稲光字土橋,34.18666667,131.0766667
中国,山口,81286,山口,やまぐち,山口市前町　山口特別地域気象観測所,34.16166667,131.4616667
中国,山口,81321,岩国,いわくに,岩国市川西,34.155,132.1783333
中国,山口,81371,防府,ほうふ,防府市大字植松,34.04,131.5333333
中国,山口,81386,下松,くだまつ,下松市西豊井,34.01,131.8716667
中国,山口,81397,玖珂,くが,岩国市玖珂町,34.095,132.075
中国,山口,81428,下関,しものせき,下関市竹崎町　下関地方気象台,33.94833333,130.925
中国,山口,81481,柳井,やない,柳井市南浜,33.95833333,132.1133333
中国,山口,81486,安下庄,あげのしょう,大島郡周防大島町東安下庄,33.90333333,132.2933333
四国,徳島,71066,池田,いけだ,三好市池田町シンヤマ,34.02333333,133.795
四国,徳島,71087,穴吹,あなぶき,美馬市穴吹町口山初草,34.04,134.1566667
四国,徳島,71106,徳島,とくしま,徳島市大和町　徳島地方気象台,34.06666667,134.5733333
四国,徳島,71191,京上,きょうじょう,三好市東祖谷京上,33.86666667,133.9033333
四国,徳島,71231,蒲生田,かもだ,阿南市椿町蒲生田,33.83666667,134.7416667
四国,徳島,71251,木頭,きとう,那賀郡那賀町木頭和無田ヨシノ,33.77166667,134.1983333
四国,徳島,71266,日和佐,ひわさ,海部郡美波町日和佐浦,33.73166667,134.5383333
四国,徳島,71291,海陽,かいよう,海部郡海陽町四方原字杉谷,33.61166667,134.355
四国,香川,72061,内海,うちのみ,小豆郡小豆島町西村甲,34.47166667,134.2733333
四国,香川,72086,高松,たかまつ,高松市伏石町　高松地方気象台,34.31833333,134.0533333
四国,香川,72111,多度津,たどつ,仲多度郡多度津町家中　多度津特別地域気象観測所,34.275,133.7516667
四国,香川,72121,滝宮,たきのみや,綾歌郡綾川町滝宮字山田,34.23666667,133.9233333
四国,香川,72146,引田,ひけた,東かがわ市南野,34.21333333,134.4066667
四国,香川,72161,財田,さいた,三豊市財田町財田上,34.12,133.7716667
四国,愛媛,73001,大三島,おおみしま,今治市大三島町宮浦地先,34.25,133.0066667
四国,愛媛,73076,今治,いまばり,今治市山路,34.05333333,132.975
四国,愛媛,73126,西条,さいじょう,西条市周布,33.915,133.08
四国,愛媛,73141,新居浜,にいはま,新居浜市船木甲,33.93666667,133.3383333
四国,愛媛,73151,四国中央,しこくちゅうおう,四国中央市妻鳥町乙,33.98166667,133.5816667
四国,愛媛,73166,松山,まつやま,松山市北持田町　松山地方気象台,33.84333333,132.7766667
四国,愛媛,73256,長浜,ながはま,大洲市長浜甲,33.61666667,132.48
四国,愛媛,73276,久万,くま,上浮穴郡久万高原町入野,33.66333333,132.895
四国,愛媛,73306,大洲,おおず,大洲市阿蔵字フルカワ甲,33.50833333,132.535
四国,愛媛,73341,瀬戸,せと,西宇和郡伊方町塩成,33.44666667,132.2566667
四国,愛媛,73406,宇和,うわ,西予市宇和町神領,33.36666667,132.5033333
四国,愛媛,73442,宇和島,うわじま,宇和島市住吉町　宇和島特別地域気象観測所,33.22666667,132.5516667
四国,愛媛,73446,近永,ちかなが,北宇和郡鬼北町近永,33.25333333,132.675
四国,愛媛,73516,御荘,みしょう,南宇和郡愛南町御荘平城,32.96333333,132.57
四国,高知,74056,本川,ほんがわ,吾川郡いの町脇ノ山字根藤,33.765,133.3383333
四国,高知,74071,本山,もとやま,長岡郡本山町本山,33.75333333,133.575
四国,高知,74136,大栃,おおどち,香美市物部町大栃上西の川,33.69833333,133.875
四国,高知,74182,高知,こうち,高知市比島町　高知地方気象台,33.56666667,133.5483333
四国,高知,74187,後免,ごめん,南国市廿枝,33.59,133.6433333
四国,高知,74271,安芸,あき,安芸市伊尾木,33.48833333,133.9333333
四国,高知,74296,梼原,ゆすはら,高岡郡梼原町川西路,33.39,132.9216667
四国,高知,74311,須崎,すさき,須崎市西町,33.385,133.2766667
四国,高知,74361,窪川,くぼかわ,高岡郡四万十町新開町,33.20666667,133.1283333
四国,高知,74372,室戸岬,むろとみさき,室戸市室戸岬町　室戸岬特別地域気象観測所,33.25166667,134.1766667
四国,高知,74381,江川崎,えかわさき,四万十市西土佐用井,33.17,132.7916667
四国,高知,74436,佐賀,さが,幡多郡黒潮町佐賀,33.07833333,133.1016667
四国,高知,74447,宿毛,すくも,宿毛市片島　宿毛特別地域気象観測所,32.92,132.695
四国,高知,74456,中村,なかむら,四万十市入田字長善寺前,32.99,132.92
四国,高知,74516,清水,しみず,土佐清水市足摺岬　清水特別地域気象観測所,32.72166667,133.01
九州,福岡,82046,宗像,むなかた,宗像市田熊,33.80833333,130.5383333
九州,福岡,82056,八幡,やはた,北九州市八幡西区鷹の巣,33.85166667,130.7433333
九州,福岡,82101,行橋,ゆくはし,行橋市西泉,33.71333333,130.975
九州,福岡,82136,飯塚,いいづか,飯塚市川島字甘木　飯塚特別地域気象観測所,33.65166667,130.6933333
九州,福岡,82171,前原,まえばる,糸島市前原西,33.56,130.19
九州,福岡,82182,福岡,ふくおか,福岡市中央区大濠　福岡管区気象台,33.58166667,130.375
九州,福岡,82191,太宰府,だざいふ,太宰府市大佐野,33.49666667,130.49
九州,福岡,82206,添田,そえだ,田川郡添田町大字野田字大野ノ原,33.55833333,130.855
九州,福岡,82261,朝倉,あさくら,朝倉市三奈木,33.40666667,130.695
九州,福岡,82306,久留米,くるめ,久留米市津福本町,33.30333333,130.4933333
九州,福岡,82317,黒木,くろぎ,八女市黒木町本分,33.225,130.645
九州,福岡,82361,大牟田,おおむた,大牟田市笹原町,33.00666667,130.4666667
九州,大分,83021,国見,くにみ,国東市国見町中字浜手,33.67833333,131.575
九州,大分,83051,中津,なかつ,中津市大字定留,33.58666667,131.245
九州,大分,83061,豊後高田,ぶんごたかだ,豊後高田市呉崎,33.57,131.4333333
九州,大分,83106,院内,いんない,宇佐市院内町山城,33.42,131.3166667
九州,大分,83121,杵築,きつき,杵築市大字本庄,33.41666667,131.5966667
九州,大分,83137,日田,ひた,日田市三本松　日田特別地域気象観測所,33.32166667,130.9283333
九州,大分,83191,玖珠,くす,玖珠郡玖珠町大字帆足,33.29166667,131.155
九州,大分,83201,湯布院,ゆふいん,由布市湯布院町川南,33.25333333,131.3466667
九州,大分,83216,大分,おおいた,大分市長浜町　大分地方気象台,33.235,131.6183333
九州,大分,83341,犬飼,いぬかい,豊後大野市犬飼町田原,33.065,131.6316667
九州,大分,83371,竹田,たけた,竹田市大字会々,32.97333333,131.3983333
九州,大分,83401,佐伯,さいき,佐伯市字剣崎,32.95,131.9016667
九州,大分,83431,宇目,うめ,佐伯市宇目大字重岡,32.845,131.675
九州,大分,83476,蒲江,かまえ,佐伯市蒲江大字蒲江浦,32.795,131.9233333
九州,長崎,84012,鰐浦,わにうら,対馬市上対馬町鰐浦字カキセ,34.69833333,129.445
九州,長崎,84072,厳原,いづはら,対馬市厳原町東里　厳原特別地域気象観測所,34.19666667,129.2916667
九州,長崎,84121,芦辺,あしべ,壱岐市芦辺町国分東触,33.8,129.7216667
九州,長崎,84171,平戸,ひらど,平戸市岩の上町　平戸特別地域気象観測所,33.36,129.55
九州,長崎,84183,松浦,まつうら,松浦市志佐町里免字辻ノ尾台,33.34166667,129.7116667
九州,長崎,84266,佐世保,させぼ,佐世保市干尽町　佐世保特別地域気象観測所,33.15833333,129.7266667
九州,長崎,84306,西海,さいかい,西海市西海町中浦南郷,33.01333333,129.6516667
九州,長崎,84341,有川,ありかわ,南松浦郡新上五島町有川郷字上原,32.98166667,129.1183333
九州,長崎,84496,長崎,ながさき,長崎市南山手町　長崎地方気象台,32.73333333,129.8666667
九州,長崎,84519,雲仙岳,うんぜんだけ,雲仙市小浜町雲仙　雲仙岳特別地域気象観測所,32.73666667,130.2616667
九州,長崎,84523,島原,しまばら,島原市新湊,32.76,130.3616667
九州,長崎,84536,福江,ふくえ,五島市木場町　福江特別地域気象観測所,32.69333333,128.8266667
九州,長崎,84561,口之津,くちのつ,南島原市口之津町丁,32.61166667,130.1933333
九州,長崎,84597,脇岬,わきみさき,長崎市脇岬町,32.58166667,129.7766667
九州,佐賀,85033,唐津,からつ,唐津市二夕子,33.45833333,129.955
九州,佐賀,85116,伊万里,いまり,伊万里市立花町,33.26666667,129.8783333
九州,佐賀,85142,佐賀,さが,佐賀市駅前中央　佐賀地方気象台,33.265,130.305
九州,佐賀,85161,嬉野,うれしの,嬉野市嬉野町大字下野丙,33.11666667,129.995
九州,佐賀,85166,白石,しろいし,杵島郡白石町大字福田,33.18333333,130.1483333
九州,熊本,86006,鹿北,かほく,山鹿市鹿北町岩野,33.115,130.6916667
九州,熊本,86066,南小国,みなみおぐに,阿蘇郡南小国町赤馬場,33.10333333,131.0666667
九州,熊本,86086,岱明,たいめい,玉名市岱明町中土,32.915,130.5116667
九州,熊本,86101,菊池,きくち,菊池市木柑子字上辻,32.945,130.7816667
九州,熊本,86111,阿蘇乙姫,あそおとひめ,阿蘇市乙姫,32.94666667,131.04
九州,熊本,86141,熊本,くまもと,熊本市中央区京町　熊本地方気象台,32.81333333,130.7066667
九州,熊本,86157,南阿蘇,みなみあそ,阿蘇郡南阿蘇村河陰,32.83166667,131.0133333
九州,熊本,86161,高森,たかもり,阿蘇郡高森町大字高森,32.82166667,131.125
九州,熊本,86216,三角,みすみ,宇城市三角町波多,32.61166667,130.4783333
九州,熊本,86236,甲佐,こうさ,上益城郡甲佐町大字上早川字尾ノ上,32.67166667,130.8166667
九州,熊本,86271,松島,まつしま,上天草市松島町阿村,32.515,130.4466667
九州,熊本,86316,本渡,ほんど,天草市本渡町本戸馬場,32.46833333,130.18
九州,熊本,86336,八代,やつしろ,八代市平山新町,32.47333333,130.6066667
九州,熊本,86451,水俣,みなまた,水俣市南福寺,32.205,130.4066667
九州,熊本,86467,人吉,ひとよし,人吉市城本町　人吉特別地域気象観測所,32.21666667,130.755
九州,熊本,86477,上,うえ,球磨郡あさぎり町上北,32.225,130.905
九州,熊本,86491,牛深,うしぶか,天草市牛深町　牛深特別地域気象観測所,32.19666667,130.0266667
九州,宮崎,87041,高千穂,たかちほ,西臼杵郡高千穂町大字押方字宮野原,32.71166667,131.29
九州,宮崎,87066,古江,ふるえ,延岡市北浦町古江,32.71166667,131.82
九州,宮崎,87071,鞍岡,くらおか,西臼杵郡五ヶ瀬町大字鞍岡,32.64333333,131.1566667
九州,宮崎,87141,延岡,のべおか,延岡市天神小路　延岡特別地域気象観測所,32.58166667,131.6566667
九州,宮崎,87181,日向,ひゅうが,日向市大字塩見,32.40833333,131.6
九州,宮崎,87206,神門,みかど,東臼杵郡美郷町南郷区神門,32.385,131.3316667
九州,宮崎,87231,西米良,にしめら,児湯郡西米良村大字竹原,32.24,131.1516667
九州,宮崎,87293,高鍋,たかなべ,児湯郡高鍋町上江,32.12333333,131.475
九州,宮崎,87301,加久藤,かくとう,えびの市大字永山,32.04666667,130.81
九州,宮崎,87331,西都,さいと,西都市大字黒生野,32.06333333,131.4133333
九州,宮崎,87352,小林,こばやし,小林市南西方,32,130.9533333
九州,宮崎,87376,宮崎,みやざき,宮崎市霧島　宮崎地方気象台,31.93833333,131.4133333
九州,宮崎,87406,田野,たの,宮崎市田野町甲,31.84333333,131.3083333
九州,宮崎,87426,都城,みやこのじょう,都城市菖蒲原町　都城特別地域気象観測所,31.73,131.0816667
九州,宮崎,87492,油津,あぶらつ,日南市油津　油津特別地域気象観測所,31.57833333,131.4066667
九州,宮崎,87501,串間,くしま,串間市大字西方字平山,31.465,131.22
九州,鹿児島,88061,阿久根,あくね,阿久根市赤瀬川　阿久根特別地域気象観測所,32.02666667,130.2
九州,鹿児島,88081,大口,おおくち,伊佐市大口原田,32.04666667,130.6266667
九州,鹿児島,88107,さつま柏原,さつまかしわばる,薩摩郡さつま町柏原,31.91666667,130.455
九州,鹿児島,88131,中甑,なかこしき,薩摩川内市上甑町中甑,31.835,129.8666667
九州,鹿児島,88151,川内,せんだい,薩摩川内市中郷,31.83333333,130.315
九州,鹿児島,88261,東市来,ひがしいちき,日置市東市来町湯田,31.66833333,130.3283333
九州,鹿児島,88286,牧之原,まきのはら,霧島市福山町福山,31.66166667,130.8433333
九州,鹿児島,88317,鹿児島,かごしま,鹿児島市東郡元町　鹿児島地方気象台,31.555,130.5466667
九州,鹿児島,88331,輝北,きほく,鹿屋市輝北町市成,31.58833333,130.855
九州,鹿児島,88371,加世田,かせだ,南さつま市加世田東本町,31.415,130.325
九州,鹿児島,88406,志布志,しぶし,志布志市志布志町志布志字杉の下,31.47833333,131.095
九州,鹿児島,88432,喜入,きいれ,鹿児島市喜入中名町,31.38666667,130.54
九州,鹿児島,88442,鹿屋,かのや,鹿屋市寿,31.39166667,130.8633333
九州,鹿児島,88447,肝付前田,きもつきまえだ,肝属郡肝付町前田,31.34,130.9383333
九州,鹿児島,88466,枕崎,まくらざき,枕崎市高見町　枕崎特別地域気象観測所,31.27166667,130.2916667
九州,鹿児島,88486,指宿,いぶすき,指宿市十町,31.25,130.6366667
九州,鹿児島,88506,内之浦,うちのうら,肝属郡肝付町北方,31.27666667,131.055
九州,鹿児島,88536,田代,たしろ,肝属郡錦江町田代麓,31.19833333,130.8433333
九州,鹿児島,88612,種子島,たねがしま,西之表市西之表　種子島特別地域気象観測所,30.72,130.9816667
九州,鹿児島,88666,上中,かみなか,熊毛郡南種子町中之下,30.40666667,130.9016667
九州,鹿児島,88686,屋久島,やくしま,熊毛郡屋久島町小瀬田　屋久島特別地域気象観測所,30.385,130.6583333
九州,鹿児島,88706,尾之間,おのあいだ,熊毛郡屋久島町尾之間字井出ノ尻,30.235,130.555
九州,鹿児島,88736,中之島,なかのしま,鹿児島郡十島村中之島,29.84,129.8666667
九州,鹿児島,88837,名瀬,なぜ,奄美市名瀬矢之脇町　名瀬測候所,28.385,129.4933333
九州,鹿児島,88901,古仁屋,こにや,大島郡瀬戸内町古仁屋船津,28.14333333,129.315
九州,鹿児島,88956,伊仙,いせん,大島郡伊仙町面縄,27.67666667,128.9733333
九州,鹿児島,88971,沖永良部,おきのえらぶ,大島郡和泊町国頭字手付　沖永良部特別地域気象観測所,27.43166667,128.705
沖縄,沖縄,91011,伊是名,いぜな,島尻郡伊是名村字内花,26.94833333,127.94
沖縄,沖縄,91021,奥,おく,国頭郡国頭村奥,26.835,128.2716667
沖縄,沖縄,91107,名護,なご,名護市宮里　名護特別地域気象観測所,26.59333333,127.965
沖縄,沖縄,91146,久米島,くめじま,島尻郡久米島町字謝名堂　久米島特別地域気象観測所,26.33666667,126.8033333
沖縄,沖縄,91166,宮城島,みやぎじま,うるま市与那城上原阪上,26.36333333,127.9716667
沖縄,沖縄,91181,渡嘉敷,とかしき,島尻郡渡嘉敷村渡嘉敷,26.21,127.3633333
沖縄,沖縄,91197,那覇,なは,那覇市樋川　沖縄気象台,26.20666667,127.6866667
沖縄,沖縄,91241,糸数,いとかず,南城市玉城字糸数西赤津川原,26.15333333,127.765
沖縄,沖縄,92011,南大東,みなみだいとう,島尻郡南大東村在所　南大東島地方気象台,25.82833333,131.2283333
沖縄,沖縄,93041,宮古島,みやこじま,宮古島市平良字下里　宮古島地方気象台,24.79333333,125.2783333
沖縄,沖縄,94001,伊原間,いばるま,石垣市伊原間,24.50666667,124.28
沖縄,沖縄,94017,与那国島,よなぐにじま,八重山郡与那国町与那国　与那国島特別地域気象観測所,24.46666667,123.01
沖縄,沖縄,94062,西表島,いりおもてじま,八重山郡竹富町字上原宇那利崎　西表島特別地域気象観測所,24.42666667,123.765
沖縄,沖縄,94081,石垣島,いしがきじま,石垣市登野城　石垣島地方気象台,24.33666667,124.1633333
沖縄,沖縄,94101,大原,おおはら,八重山郡竹富町南風見,24.265,123.8716667
沖縄,沖縄,94116,波照間,はてるま,八重山郡竹富町波照間,24.055,123.7666667
